username,count,dates,range,mean
jessegehrig,77,"[2014, 2014, 2015, 2014, 2014, 2015, 2014, 2017, 2014, 2014, 2014, 2015, 2013, 2014, 2015, 2013, 2014, 2014, 2014, 2013, 2014, 2015, 2015, 2020, 2014, 2014, 2013, 2015, 2015, 2015, 2015, 2015, 2014, 2014, 2014, 2015, 2014, 2016, 2013, 2015, 2015, 2015, 2014, 2014, 2015, 2014, 2015, 2016, 2015, 2014, 2015, 2017, 2015, 2015, 2014, 2014, 2015, 2015, 2019, 2014, 2014, 2014, 2014, 2014, 2013, 2014, 2015, 2017]",7,2014
ja_kitty_71,83,"[2009, 2010, 2008, 2009, 2009, 2007, 2011, 2008, 2012, 2009, 2007, 2009, 2007, 2009, 2008, 2011, 2011, 2011, 2011, 2011, 2009, 2010, 2008, 2011, 2008, 2009, 2010, 2008, 2009, 2010, 2007, 2010, 2010, 2010, 2010, 2008, 2009, 2010, 2010, 2010, 2007, 2008, 2010, 2008, 2008, 2010, 2007, 2008, 2008, 2008, 2008, 2008, 2016, 2010, 2009, 2009, 2010, 2008, 2008]",9,2009
gsygsy,349,"[2014, 2016, 2017, 2013, 2007, 2015, 2015, 2006, 2014, 2017, 2006, 2016, 2014, 2017, 2014, 2004, 2015, 2007, 2017, 2019, 2015, 2014, 2014, 2006, 2007, 2007, 2007, 2004, 2013, 2017, 2019, 2016, 2015, 2015, 2015, 2019, 2006, 2005, 2013, 2003, 2006, 2014, 2008, 2014, 2006, 2017, 2015, 2019, 2015, 2015, 2015, 2007, 2015, 2008, 2015, 2014, 2014, 2015, 2004, 2017, 2008, 2014, 2015, 2019, 2007, 2017, 2015, 2003, 2006, 2006, 2008, 2017, 2017, 2015, 2007]",16,2012
dfa120374,122,"[2018, 2015, 2015, 2015, 2015, 2015, 2016, 2014, 2015, 2015, 2016, 2015, 2015, 2015, 2015, 2015, 2016, 2015, 2015, 2015, 2014, 2016, 2017, 2014, 2015, 2015, 2015, 2016, 2015, 2016, 2015, 2015, 2015, 2015, 2015, 2014, 2015, 2015, 2015, 2015, 2015, 2015, 2014, 2015, 2015, 2015, 2014, 2015, 2015, 2015, 2015, 2014, 2014, 2014, 2014, 2015, 2015, 2014, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2018, 2015, 2014, 2015, 2015, 2014, 2015]",4,2015
LloydBayer,50,"[2014, 2018, 2015, 2015, 2016, 2018, 2017, 2016, 2014, 2018, 2011, 2014, 2012, 2015, 2018, 2014, 2016, 2012, 2018, 2013, 2015, 2013, 2013, 2018, 2011, 2014, 2013, 2016, 2011, 2011, 2019, 2012, 2018, 2013, 2012, 2015, 2012, 2017, 2015, 2016, 2014, 2014, 2019, 2016, 2015, 2017, 2017, 2017, 2012, 2011, 2014, 2014, 2014, 2014, 2013, 2012, 2012, 2011, 2015, 2013, 2012, 2017, 2011, 2012, 2018, 2011, 2012, 2011, 2017, 2013, 2011, 2017, 2015, 2011, 2016, 2011, 2011, 2011, 2011, 2012, 2012, 2012, 2013, 2013, 2012, 2012, 2013, 2017, 2014, 2014, 2016, 2012, 2014, 2016, 2011, 2012, 2013, 2011, 2012, 2011, 2012, 2011, 2013, 2011, 2015, 2013]",8,2013
TheHoodOfSwords,273,"[2020, 2019, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2019, 2019, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2020, 2019, 2019, 2020, 2020, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2020, 2019, 2020, 2019, 2020, 2019, 2020, 2020, 2020, 2020, 2019, 2020, 2019, 2019, 2019, 2019]",1,2019
come2whereimfrom,90,"[2007, 2007, 2007, 2007, 2005, 2007, 2007, 2011, 2007, 2006, 2006, 2006, 2008, 2005, 2006, 2007, 2005, 2005, 2009, 2007, 2005, 2007, 2008, 2006, 2008, 2008, 2007, 2005, 2006, 2008, 2008, 2009, 2006, 2007, 2006, 2008, 2008, 2006, 2010, 2006, 2008, 2008, 2006, 2009, 2008, 2007, 2011, 2011, 2005, 2008, 2005, 2006, 2011, 2008, 2011, 2007, 2007, 2006, 2008, 2006, 2005, 2011, 2007, 2007, 2008, 2007, 2007, 2008, 2006, 2007, 2006, 2009, 2008, 2007, 2009, 2008, 2006, 2008, 2008, 2005, 2009, 2006, 2009, 2007]",6,2007
oneloveall,54,"[2007, 2007, 2007, 2007, 2007, 2008, 2008, 2007, 2007, 2008, 2006, 2008, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2006, 2007, 2006, 2008, 2007, 2007, 2008, 2006, 2007, 2007, 2007, 2008, 2008, 2007, 2007, 2008, 2006, 2007, 2007, 2007, 2006, 2007, 2007, 2008, 2006, 2006, 2008, 2006, 2007, 2006, 2007, 2007, 2008, 2006, 2008, 2006, 2007, 2006, 2006, 2006, 2006, 2007, 2007, 2007, 2007, 2007, 2006, 2006, 2008, 2007, 2007, 2006, 2006, 2007, 2007, 2007, 2007, 2007, 2006, 2007, 2007, 2006, 2008, 2006, 2006, 2006, 2007, 2007, 2007, 2007, 2007, 2007, 2006, 2007, 2007, 2007, 2006, 2007, 2007, 2007, 2006, 2006, 2006, 2007, 2006, 2006, 2006, 2006, 2007]",2,2006
gangstahippie,144,"[2007, 2006, 2007, 2008, 2007, 2008, 2008, 2007, 2010, 2008, 2008, 2007, 2007, 2007, 2009, 2007, 2008, 2007, 2007, 2008, 2007, 2008, 2006, 2008, 2008, 2007, 2008, 2009, 2009, 2010, 2006, 2006, 2007, 2007, 2007, 2007, 2010, 2010, 2009, 2008, 2009, 2007, 2008, 2007, 2009, 2006, 2006, 2007, 2007, 2007, 2007, 2007, 2007, 2007, 2006, 2009, 2007, 2010, 2006, 2015, 2006, 2007, 2007, 2008, 2008, 2008, 2007, 2007, 2008, 2015, 2007, 2007, 2007, 2009, 2008, 2006, 2007, 2006, 2008, 2009, 2007, 2007, 2007, 2007, 2007, 2007, 2009, 2007, 2007, 2008, 2007, 2007, 2007, 2009, 2007, 2007, 2009]",9,2007
witster18,124,"[2016, 2012, 2014, 2014, 2016, 2007, 2010, 2013, 2016, 2011, 2006, 2015, 2012, 2009, 2007, 2013, 2014, 2012, 2014, 2016, 2009, 2011, 2019, 2012, 2008, 2010, 2015, 2014, 2009, 2007, 2008, 2012, 2011, 2016, 2012, 2013, 2016, 2010, 2017, 2013, 2013, 2020, 2010, 2013, 2008, 2008, 2011, 2013, 2008, 2020, 2011, 2013, 2014, 2008, 2016, 2016, 2016, 2008, 2015, 2007, 2015, 2011, 2011, 2008, 2013, 2012, 2014, 2014, 2012, 2012, 2013, 2007, 2012, 2010, 2012, 2015, 2015, 2008, 2011, 2012, 2007, 2010, 2015, 2016, 2009, 2013, 2015, 2015, 2016, 2017, 2016]",14,2012
peterp-450-298716,78,"[2016, 2018, 2014, 2018, 2014, 2017, 2014, 2018, 2015, 2017, 2018, 2017, 2015, 2018, 2016, 2014, 2014, 2016, 2016, 2014, 2016, 2017, 2015, 2014, 2014, 2014, 2017, 2014, 2014, 2014, 2015, 2015, 2014, 2014, 2016, 2017, 2014, 2019, 2015, 2016, 2015, 2017, 2019, 2015, 2015, 2017, 2016, 2017, 2015, 2014, 2014, 2015, 2014, 2014, 2018, 2015, 2014, 2014, 2014, 2014, 2017, 2014, 2018, 2014, 2014, 2014, 2016, 2016, 2016, 2016, 2014, 2016, 2014, 2014, 2015, 2016, 2014, 2016, 2015, 2014, 2014, 2014, 2015, 2014, 2014, 2014, 2016, 2014, 2018, 2015, 2016, 2016, 2014, 2014, 2018, 2014, 2019, 2014, 2015, 2015, 2014]",5,2015
troy-manatunga,51,"[2011, 2012, 2015, 2012, 2012, 2011, 2015, 2011, 2011, 2014, 2014, 2013, 2012, 2014, 2011, 2013, 2011, 2012, 2013, 2014, 2014, 2011, 2012, 2012, 2011, 2011, 2013, 2014, 2013, 2011, 2011, 2017, 2013, 2012, 2012, 2012, 2012, 2012, 2014, 2011, 2017, 2012, 2011, 2016, 2012, 2011, 2015, 2011, 2016, 2012, 2014, 2012, 2012, 2013, 2012, 2014, 2011, 2013, 2019, 2013, 2015, 2012, 2013, 2014, 2011, 2011, 2013, 2011]",8,2012
danielharden,50,"[2016, 2016, 2017, 2016, 2017, 2016, 2017, 2016, 2016, 2016, 2016, 2017, 2016, 2016, 2017, 2016, 2017, 2017, 2016, 2017, 2017, 2016, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2016, 2016, 2016, 2017, 2017, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2016, 2016, 2017, 2017, 2016, 2016]",1,2016
jcbutthead86,90,"[2014, 2012, 2014, 2013, 2015, 2015, 2015, 2013, 2016, 2016, 2013, 2013, 2015, 2015, 2014, 2014, 2012, 2014, 2013, 2013, 2013, 2014, 2012, 2013, 2013, 2012, 2013, 2013, 2013, 2014, 2014, 2014, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2014, 2013, 2015, 2013, 2014, 2013, 2013, 2013, 2014, 2013, 2013, 2014, 2013, 2013, 2013, 2013, 2016, 2014, 2014, 2014, 2015, 2012, 2015, 2013, 2012, 2013, 2014, 2013, 2013, 2016, 2013]",4,2013
hitchcockthelegend,69,"[2017, 2010, 2008, 2017, 2015, 2011, 2011, 2013, 2011, 2009, 2014, 2015, 2018, 2019, 2019, 2016, 2009, 2009, 2017, 2016, 2008, 2013, 2012, 2015, 2020, 2011, 2009, 2009, 2019, 2008, 2010, 2020, 2009, 2009, 2009, 2012, 2008, 2008, 2010, 2008, 2008, 2019, 2011, 2008, 2009, 2016, 2011, 2010, 2008, 2014, 2011, 2009, 2012, 2015, 2010, 2011, 2009, 2011, 2009, 2010, 2010, 2010, 2009, 2015, 2009, 2013, 2009, 2009, 2011, 2010, 2010, 2008, 2010, 2009, 2009, 2013, 2012, 2015, 2013, 2010, 2009, 2011, 2010, 2012, 2020, 2009, 2009, 2009, 2012, 2009, 2011, 2017, 2009, 2011, 2020, 2008, 2019, 2016, 2015, 2015, 2019, 2010, 2010, 2011, 2009, 2008, 2009, 2009, 2009, 2010, 2008, 2009, 2020, 2008, 2011, 2009, 2011, 2009, 2014, 2008, 2011, 2015, 2018, 2009, 2014, 2009, 2010, 2010, 2008, 2013, 2019, 2016, 2009, 2011, 2019, 2011, 2011, 2008, 2008, 2014, 2012, 2015, 2008, 2009, 2008, 2008, 2008, 2019, 2010, 2008, 2011, 2009, 2011, 2012, 2012, 2011, 2010, 2018, 2016, 2008, 2016, 2009, 2015, 2016, 2012, 2010, 2015, 2017, 2016, 2014, 2010, 2017, 2009, 2011, 2009, 2009, 2017, 2009, 2009, 2015, 2020, 2008, 2014, 2009, 2010, 2015, 2009, 2009, 2015, 2010, 2009, 2018, 2009, 2018, 2012, 2013, 2019, 2020, 2008, 2009, 2008, 2015, 2009, 2017, 2015, 2020, 2013, 2019, 2008, 2015, 2008, 2008, 2009, 2015, 2020, 2010, 2012, 2020, 2013, 2009, 2010, 2009, 2015, 2010, 2011, 2009, 2010, 2013, 2010, 2008, 2014, 2009, 2008, 2008, 2009, 2009, 2009, 2010, 2010, 2015, 2010, 2012, 2008, 2008, 2013, 2012, 2008, 2012, 2015, 2011, 2008, 2011, 2016, 2009, 2009, 2008, 2009, 2009, 2019, 2010, 2011, 2011, 2009, 2009, 2015, 2016, 2015, 2017, 2012, 2009, 2008, 2012, 2011, 2013, 2011, 2015, 2012, 2008, 2012, 2014, 2008, 2013, 2012, 2008, 2012, 2013, 2009, 2016, 2020, 2008, 2011, 2008, 2014, 2013, 2009, 2020, 2009, 2009, 2010, 2009, 2020, 2009, 2011, 2008, 2010, 2009, 2008, 2016, 2009, 2019, 2008, 2009, 2009, 2008, 2019, 2019, 2019, 2016, 2013, 2008, 2019, 2011, 2013, 2015, 2019, 2009, 2013, 2008, 2011, 2009, 2014, 2012, 2014, 2008, 2009, 2010, 2013, 2010, 2018, 2010, 2015, 2010, 2008, 2010, 2011, 2015, 2008, 2011, 2011, 2008, 2020, 2008, 2009, 2009, 2008, 2012, 2009, 2015, 2010, 2013, 2010, 2008, 2012, 2012, 2010, 2010, 2011, 2011, 2009, 2013, 2011, 2015, 2015, 2015, 2019, 2008, 2009, 2010, 2010, 2010, 2019, 2010, 2016, 2011, 2011, 2011, 2011, 2008, 2010, 2008]",12,2011
dvc5159,99,"[2013, 2011, 2008, 2009, 2008, 2007, 2012, 2007, 2011, 2008, 2009, 2016, 2011, 2010, 2012, 2007, 2010, 2007, 2007, 2008, 2009, 2011, 2010, 2013, 2011, 2014, 2010, 2011, 2008, 2010, 2010, 2011, 2010, 2008, 2010, 2008, 2009, 2011, 2012, 2013, 2004, 2010, 2011, 2008, 2013, 2008, 2011, 2010, 2008, 2007, 2010, 2010, 2008, 2010, 2010, 2012, 2009, 2011, 2007, 2009, 2011, 2011, 2008, 2010, 2008, 2011, 2016, 2009, 2012, 2012, 2013, 2012, 2011, 2012, 2010, 2014, 2010, 2010, 2011, 2013, 2011, 2010, 2007, 2008, 2012, 2011, 2010, 2008, 2009, 2012, 2016, 2008, 2013, 2016]",12,2010
socratesadamo,87,"[2019, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2019, 2019, 2019, 2019, 2020, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020]",1,2019
MihaiSorinToma,73,"[2017, 2017, 2017, 2017, 2017, 2019, 2019, 2017, 2017, 2018, 2017, 2017, 2018, 2017, 2019, 2019, 2019, 2017, 2018, 2017, 2017, 2018, 2017, 2019, 2017, 2017, 2018, 2018, 2017, 2017, 2018, 2018, 2017, 2017, 2018, 2018, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2018, 2017, 2017, 2017, 2018, 2018, 2017, 2017, 2018, 2018, 2017, 2017, 2017, 2017, 2017, 2018, 2019, 2019, 2018, 2017, 2018, 2017, 2019, 2017, 2017, 2017, 2019, 2018, 2017, 2017, 2017, 2018, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2017, 2018, 2018, 2017, 2017, 2017, 2017, 2018, 2019, 2018, 2018, 2016, 2017, 2017, 2018, 2019, 2018, 2017, 2017, 2018, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2017, 2018, 2018, 2017, 2018, 2017, 2017, 2017, 2017, 2018, 2019, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2019, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2019, 2019, 2018, 2017, 2017, 2016, 2017, 2019, 2017, 2017, 2018]",3,2017
estreet-eva,104,"[2011, 2012, 2015, 2013, 2017, 2011, 2014, 2011, 2012, 2012, 2011, 2017, 2011, 2011, 2011, 2016, 2016, 2013, 2011, 2011, 2016, 2011, 2015, 2011, 2017, 2014, 2016, 2015, 2013, 2011, 2014, 2014, 2017, 2012, 2012, 2011, 2011, 2015, 2015, 2015, 2011, 2011, 2016, 2011, 2011, 2012, 2015, 2014, 2012, 2017, 2011, 2011, 2015, 2012, 2013, 2011, 2011, 2012, 2011, 2011, 2015, 2011, 2011, 2015, 2013, 2018, 2016, 2012, 2018, 2011, 2013, 2011, 2017, 2011, 2014, 2016, 2012, 2012, 2014, 2011, 2011, 2013, 2011, 2012, 2011, 2012, 2011, 2013, 2014, 2011, 2011, 2014, 2016, 2017, 2011, 2011, 2011, 2014, 2011, 2011, 2011, 2017, 2011, 2018, 2014, 2013, 2011]",7,2013
sddavis63,255,"[2017, 2012, 2003, 2015, 2014, 2011, 2008, 2010, 2009, 2009, 2010, 2013, 2006, 2002, 2013, 2002, 2010, 2011, 2013, 2011, 2002, 2010, 2001, 2008, 2010, 2001, 2011, 2008, 2010, 2019, 2001, 2008, 2012, 2007, 2017, 2011, 2009, 2014, 2011, 2002, 2003, 2011, 2010, 2012, 2002, 2008, 2003, 2010, 2011, 2009, 2002, 2014, 2012, 2008, 2001, 2010, 2003, 2018, 2009, 2001, 2007, 2008, 2017, 2008, 2009, 2002, 2016, 2008, 2002, 2010, 2011, 2017, 2009, 2013, 2010, 2008, 2018, 2010, 2009, 2007, 2014, 2017, 2019, 2008, 2012, 2010, 2008, 2006, 2008, 2002, 2012, 2008, 2012, 2011, 2013, 2009, 2012, 2013, 2001, 2011, 2009, 2009, 2017, 2012, 2002, 2001, 2006, 2001, 2002, 2001, 2008, 2018, 2001, 2014, 2016, 2009, 2009, 2009, 2015, 2011, 2017, 2008, 2011, 2002, 2013, 2014, 2008, 2017, 2001, 2002, 2011, 2008, 2013, 2003, 2012, 2008, 2018, 2008, 2012, 2009, 2010, 2011, 2010, 2012, 2002, 2015, 2002, 2010, 2015, 2012, 2017, 2011, 2017, 2002, 2011, 2003, 2009, 2012, 2010, 2009, 2013, 2013, 2007, 2018, 2009, 2011, 2009, 2008, 2008, 2013, 2008, 2011, 2012, 2003, 2005, 2011, 2009, 2013, 2003, 2012, 2009, 2007, 2018, 2017, 2008, 2015, 2012, 2009, 2012, 2002, 2009, 2017, 2009, 2008, 2008, 2012, 2016, 2014, 2003, 2019, 2010, 2008, 2009, 2010, 2002, 2002, 2002, 2009, 2010, 2014, 2013, 2011, 2011, 2003, 2011, 2009, 2012, 2008, 2011, 2001, 2009, 2012, 2011, 2019, 2008, 2001, 2001, 2002, 2018, 2001, 2009, 2011, 2014, 2009, 2002, 2009, 2008, 2017, 2010, 2012, 2008, 2011, 2009, 2017, 2010, 2010, 2003, 2013, 2010, 2009, 2009, 2017, 2011, 2018, 2010, 2010, 2013, 2016, 2018, 2019, 2018, 2008, 2001, 2013, 2011, 2010, 2012, 2009, 2012, 2009, 2006, 2018, 2001, 2011, 2009, 2009, 2014, 2007, 2007, 2008, 2009, 2011, 2009, 2011, 2014, 2008, 2005, 2007, 2008, 2008, 2002, 2010, 2004, 2011, 2013, 2011, 2016, 2011, 2010, 2012, 2002, 2010, 2001, 2002, 2013, 2003, 2010, 2010, 2019, 2012, 2010, 2009, 2017, 2013, 2001, 2019, 2011, 2010, 2007, 2008, 2007, 2009, 2001, 2001, 2010, 2009, 2014, 2012, 2011, 2012, 2008, 2009, 2002, 2002, 2009, 2009, 2009, 2007, 2009, 2008, 2001, 2017, 2009, 2014, 2002, 2002, 2002, 2001, 2011, 2015, 2001, 2009, 2011, 2000, 2014, 2015, 2013, 2009, 2018, 2010, 2008, 2002, 2012, 2002, 2018, 2002, 2009, 2013, 2001, 2008, 2011, 2010, 2003, 2015, 2009, 2018, 2008, 2011, 2001, 2018, 2015, 2008, 2014, 2009, 2013, 2008, 2014]",19,2009
Angry_Arguer,61,"[2004, 2004, 2004, 2003, 2004, 2002, 2003, 2004, 2003, 2004, 2003, 2003, 2003, 2003, 2003, 2003, 2004, 2003, 2004, 2004, 2003, 2003, 2003, 2003, 2003, 2003, 2003, 2003, 2003, 2004, 2003, 2004, 2002, 2003, 2003, 2003, 2003, 2004, 2003, 2003, 2004, 2003, 2004, 2004, 2003, 2002, 2002, 2003, 2004, 2003, 2003, 2003, 2003, 2003, 2003, 2003, 2003, 2004, 2003, 2004, 2004, 2004, 2003, 2003, 2004, 2004, 2003, 2003, 2003, 2004, 2003, 2004, 2004, 2002, 2004, 2004, 2003, 2004, 2003, 2003, 2004, 2002, 2003, 2003, 2003, 2003, 2004, 2004, 2003, 2003, 2002, 2003, 2003, 2004, 2003, 2003, 2004, 2004, 2004, 2004, 2004, 2004, 2003, 2003, 2002, 2002, 2004, 2002, 2002, 2003, 2003, 2003, 2003, 2004, 2003, 2002, 2004, 2003, 2003, 2003, 2002, 2003, 2002, 2002, 2004, 2003, 2004, 2004, 2003, 2003, 2004, 2003, 2003, 2002, 2003, 2003, 2002, 2003, 2004, 2004, 2003, 2003, 2003, 2004, 2004, 2004, 2003, 2004, 2004, 2004, 2003, 2003, 2003, 2003, 2003, 2004, 2003, 2003, 2004, 2002, 2003, 2004, 2003, 2004, 2003, 2004, 2004, 2003, 2003, 2003, 2004, 2002, 2002, 2003, 2003, 2004, 2003, 2003, 2004, 2003, 2003, 2002, 2004, 2004, 2004, 2002, 2003, 2003, 2004, 2003, 2004, 2004]",2,2003
thepriceofpayne,331,"[2018, 2018, 2019, 2018, 2018, 2018, 2019, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2018, 2018, 2018, 2019, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2020, 2019, 2018, 2018, 2018, 2020, 2018, 2018, 2020, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2019, 2018, 2018, 2018, 2019, 2019, 2018, 2018]",2,2018
CubsandCulture,60,"[2019, 2020, 2019, 2019, 2019, 2018, 2019, 2018, 2019, 2019, 2019, 2020, 2020, 2019, 2019, 2019, 2020, 2019, 2019, 2018, 2019, 2019, 2018, 2019, 2018, 2018, 2019, 2019, 2018, 2019, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2018, 2018, 2019, 2018, 2019, 2019, 2018, 2019, 2018, 2020, 2019, 2018, 2019, 2020, 2019, 2018, 2019, 2018, 2020, 2019, 2020, 2020, 2020, 2018, 2020, 2018, 2020, 2019, 2019, 2019, 2020, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2020, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2018, 2019, 2019, 2019, 2018, 2018, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2018, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2018, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2018, 2019, 2018, 2020, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2018, 2019]",2,2018
garethcrook,61,"[2020, 2018, 2018, 2020, 2018, 2018, 2018, 2020, 2018, 2019, 2018, 2018, 2019, 2020, 2019, 2020, 2019, 2019, 2018, 2020, 2018, 2019, 2018, 2020, 2020, 2020, 2019, 2018, 2020, 2020, 2018, 2018, 2020, 2020, 2020, 2020, 2018, 2020, 2018, 2018, 2018, 2019, 2020, 2020, 2018, 2019, 2018, 2020, 2019, 2019, 2018, 2019, 2020, 2019, 2018, 2019, 2020]",2,2018
SMLA11,66,"[2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002, 2002]",0,2002
lucasversantvoort,88,"[2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015, 2015]",0,2015
Movie-12,72,"[1998, 1999, 1999, 1999, 2001, 1998, 2001, 1999, 2001, 2001, 2001, 2000, 2001, 2001, 1998, 2000, 2000, 2000, 1999, 2001, 2001, 2001, 2000, 2000, 2001, 2001, 2001, 1999, 2000, 2001, 2000, 2001, 2001, 2001, 2000, 2001, 1999, 2000, 2001, 2000, 1999, 1999, 1999, 1999, 1999, 2000, 2001, 1999, 1999, 2001, 2000, 2000, 2001, 2000, 2000, 2001, 2001, 1999, 1999, 2001, 2000, 2001, 2000, 2001, 2000, 2000, 1999, 1999, 1999, 2001, 2000, 1999, 2000, 2001, 2000]",3,2000
zetes,91,"[2013, 2007, 2000, 2012, 2008, 2007, 2007, 2009, 2002, 2000, 2001, 2000, 2000, 1999, 2007, 2013, 2009, 2015, 2004, 2012, 2009, 2007, 2005, 2016, 2001, 2001, 2014, 2000, 2002, 2014, 2014, 2007, 2007, 2002, 2007, 2012, 2011, 2008, 2011, 2003, 2011, 2006, 2001, 2000, 2009, 2010, 2008, 2006, 2007, 2010, 2012, 2008, 2004, 2009, 2011, 2014, 2010, 2009, 2001, 2003, 2014, 2009, 2007, 2011, 2010, 2003, 2008, 2001, 2015, 1999, 2009, 2009, 2013, 2012, 2008, 2014, 2002, 2008, 2001, 2014, 2010, 2014, 2007, 2014, 2001, 2008, 2016, 2007, 2016, 2008, 2001, 2001, 2008, 2004, 2009, 2011, 2007, 2009, 2010, 2007, 2009, 2008, 2010, 2008, 2015, 2010, 2008, 2015, 2007, 2006, 2008, 2001, 2015, 2000, 2010, 2003, 2007, 2009, 2008, 2013, 2000, 2011, 2006, 2007, 2001, 2012, 2006, 2015, 2013, 2010, 2000, 2001, 2011, 2008, 2005, 2002, 2013, 2009, 2002, 2012, 2005, 2008, 2009, 2014, 2007, 2014, 2016, 2007, 2013, 2007, 2009, 2008, 2007, 2006, 2012, 2016, 1999, 2013, 2012, 2010, 2012, 2008, 2011, 2007, 2008, 2009, 2011, 2013, 2010, 2001, 2010, 2010, 2004, 2008, 2000, 2010, 2004, 2001, 2001, 2010, 2015, 2005, 2016, 2000, 2012, 2012, 2011, 2004, 2002, 2007, 2016, 2001, 2009, 2013, 2002, 2007, 2008, 2006, 2011, 2011, 2011, 2007, 2006, 2012, 2003, 2009, 2005, 2012, 2012, 2012, 2007, 2012, 2004, 2015, 2016, 2000, 2012, 2008, 2004, 2015, 2009, 2006, 2008, 2012, 2006, 2006, 2006, 2000, 2010, 2002, 2006, 2014, 2014, 2001, 2000, 2005, 2009, 2009, 2014, 2013, 2008, 2000, 2005, 2007, 2001, 2016, 2001, 2003, 2003, 2001, 2007, 2014, 2010, 2010, 2001, 2016, 2008, 2001, 2012, 2003, 2006, 2009, 2016, 2000, 2007, 1999, 2010, 2009, 2004, 2014, 2011, 2008, 2007, 2016, 2013, 2013, 2009, 2008, 2000, 2013, 2011, 2001, 2001, 2013, 2000, 1999, 2001, 2010, 2007, 2009, 2008, 2004, 2011, 2001, 2009, 2009, 2006, 2008, 2007, 2008, 2006, 2012, 2009, 2013, 2006, 2014, 2006, 2013, 2012, 2000, 2009, 2006, 2016, 2013, 2007, 2009, 2016]",17,2007
