username,cluster,neighbor_1,neighbor_2,neighbor_3,neighbor_4,neighbor_5,neighbor_6
preppy-3,Cluster 3,BA_Harrison,hitchcockthelegend,moonspinner55,dee.reid,jacobjohntaylor1,Bored_Dragon
proud_luddite,Cluster 1,bob-the-movie-man,jadepietro,MrDHWong,cliftonofun,RforFilm,eddie_baggins
ptb-8,Cluster 3,Bunuel1976,fwomp,Chris Knipp,oneloveall,gary-444,DonFishies
punchp,Cluster 1,phd_travel,Hellmant,Troy_Campbell,DarkVulcan29,FeastMode,dar0417
pyrocitor,Cluster 3,brando647,DKosty123,jacobjohntaylor1,BA_Harrison,bowmanblue,jon.h.ochiai
questl-18592,Cluster 2,studioAT,tavm,lisafordeay,robfollower,EthanBJones_03,petra_ste
quincytheodore,Cluster 1,DareDevilKid,MattyAndAnnika,scottshak_111,abouhelier-r,ArchonCinemaReviews,RevRonster
quinimdb,Cluster 1,danielharden,stonedraim,dave-mcclain,bkrauser-81-311064,brankovranjkovic,PetarNeo
quinnox-1,Cluster 3,dfa120374,TdSmth5,evan_harvey,asocialis,SnakesOnAnAfricanPlain,trashgang
r-48240,Cluster 3,g-96059,InlyCii,Mnemosyne15,f-57307,zzhhhqing,krational66
r96sk,Cluster 1,CinemaSerf,Ed-Shullivan,ShelbyTMItchell,Zbigniew_Krycsiwiki,Figgy66-915-598470,oscaralbert
rachelrose-87356,Cluster 3,Takethispunch,krational66,zeekwunlau,f-57307,h-28658,zzhhhqing
rainking_es,Cluster 3,rosscinema,anhedonia,The_Void,christian123,Cosmoeticadotcom,gregsrants
rajatdahiyax,Cluster 3,Rickting,jake-law123,Geeky Randy,CinematicInceptions,KalKenobi83,brando647
rajdoctor,Cluster 3,jemps918,jaredmobarak,oneloveall,fwomp,teh_mode,seawalker
rannynm,Cluster 1,kermitkid,Anurag-Shetty,billygoat1071,leonblackwood,Laakbaar,jadepietro
raphaklopper,Cluster 3,illbebackreviews,f-57307,Mnemosyne15,zzhhhqing,Kubris,krational66
raulfaust,Cluster 1,sddavis63,StevePulaski,estebangonzalez10,FlashCallahan,Irishchatter,zkonedog
raypdaley182,Cluster 3,fwomp,Jay_Exiomo,LazySod,nobbytatoes,MichaelMargetis,Angelus2
rbn_lrk-1,Cluster 3,Animany94,ProjectAnomaly,datautisticgamer-74853,fjhuerta-2,apararas,Hollywood_Yoda
rbrb,Cluster 1,Mike_Devine,PetarNeo,sergelamarche,subxerogravity,quinimdb,bankofmarquis
rbverhoef,Cluster 3,Spanner-2,wes-connors,rosscinema,=G=,iohefy-2,FilmOtaku
rcolgan,Cluster 3,sbweightman,Cirene404,thepriceofpayne,ryanskywalker-87402,davidmvining,malmsteneino
rebecca-ry,Cluster 3,cat_ranchero,julian-mumford,Ryan_MYeah,donuthaters12,ChristianUnchained,seaview1
rebeljenn,Cluster 3,mjw2305,MovieAddict2016,Spleen,OriginalMovieBuff21,Anonymous_Maxine,vip_ebriega
redkiwi,Cluster 3,CharltonBoy,FlickJunkie-2,=G=,gbheron,bat-5,Movie-12
redryan64,Cluster 1,AlsExGal,bkoganbing,tonypeacock-1,esteban1747,gbill-74877,classicalsteve
refresh_daemon,Cluster 3,charchuk,The_Void,fwomp,tnrcooper,the-movie-guy,Polaris_DiB
renegadeviking-271-528568,Cluster 3,Spike-Washington,joshuadrake-91275,joshuadrake-39480,morganstephens512,Tyson14,samyaksambuddha
revival05,Cluster 3,baumer,emperor_bender,Indy-52,freaky_dave,gigan-92,Angry_Arguer
rgkarim,Cluster 1,RforFilm,brankovranjkovic,stevendbeard,Anurag-Shetty,MrDHWong,jadepietro
richard-1787,Cluster 1,PipAndSqueak,writers_reign,Turfseer,howard.schumann,CineMuseFilms,davidgee
richieandsam,Cluster 3,Ryan_MYeah,julian-mumford,RainDogJr,gregeichelberger,The-Sarkologist,p-stepien
rivertam26,Cluster 1,BeneCumb,ketgup83,TheSquiss,billygoat1071,HelenMary,ghost_dog86
rmax304823,Cluster 1,edwagreen,sddavis63,bkoganbing,PWNYCNY,blanche-2,gradyharp
robert-710-767167,Cluster 3,Animany94,ja_kitty_71,vip_ebriega,kdnor2011,jaemiewaters,gavin-thelordofthefu-48-460297
robert-temple-1,Cluster 1,howard.schumann,napierslogs,gradyharp,jrarichards,bob-rutzel-1,valleyjohn
robfollower,Cluster 2,questl-18592,inkblot11,tavm,petra_ste,Lejink,lisafordeay
robsta23,Cluster 3,caseynicholson,brando647,schroeder-gustavo,Rickting,brianberta,CinematicInceptions
rockman182,Cluster 1,brankovranjkovic,austin0731,Alexander_Blanchett,joshbarton15,MrDHWong,cruise01
roedyg,Cluster 1,bheadher,bob-rutzel-1,aharmas,dromasca,howard.schumann,PWNYCNY
ronakkotian,Cluster 3,EmmettvanHalm,MrPupkin,andrewchristianjr,Kdosda_Hegen,doomedmac,thebrandedswordsman-34028
rooee,Cluster 3,Geeky Randy,seaview1,dragokin,mgruebel,badajoz-1,Al_The_Strange
room102,Cluster 1,scottshak_111,freshclean-66-318608,proud_luddite,jadepietro,burlesonjesse5,cosmo_tiger
rosscinema,Cluster 3,jpintar,ilovedolby,FilmOtaku,movieguy1021,Spanner-2,rainking_es
rossrobinson,Cluster 3,waynegavin1,jerekra,malkane316,gcd70,PredragReviews,emperor_bender
rparham,Cluster 3,raypdaley182,tburke85,The_Amazing_Spy_Rises,brando647,The_Orenda,nobbytatoes
rubenm,Cluster 1,proud_luddite,Quietb-1,markgorman,bob-the-movie-man,maurice_yacowar,ArchonCinemaReviews
runamokprods,Cluster 3,nickmesafilms,bandw,jaemiewaters,zetes,paudie,datautisticgamer-74853
russem31,Cluster 3,Movie Nuttball,theshadow908,noralee,FilmFanInTheHouse,vip_ebriega,EmperorNortonII
ryan_kuhn,Cluster 3,Movie Nuttball,mjw2305,rebeljenn,LebowskiT1000,OriginalMovieBuff21,departed07
ryanskywalker-87402,Cluster 3,WeAreLive,fernandoschiavi,Cirene404,freewillyfan,andrewnmiller,malmsteneino
rzajac,Cluster 3,datorsiers2,braddugg,Kdosda_Hegen,badajoz-1,gilgongo1980,vithiet
s3276169,Cluster 1,justinwfirestone,CANpatbuck3664,MrDHWong,msbreviews,autisticreviewers,austin0731
saadanathan,Cluster 3,mikayakatnt,OriginalMovieBuff21,Mnemosyne15,Marx_Bros_Fan86,raphaklopper,MrPupkin
saadgkhan,Cluster 1,thekyles99,Likes_Ninjas90,moviexclusive,napierslogs,bob-rutzel-1,Hellmant
saarvardi,Cluster 3,Chris_Docker,iohefy-2,shanfloyd,Pavel-8,Rogue-32,jpschapira
sakram,Cluster 3,Kdosda_Hegen,vithiet,zhyarTheChosen,Mnemosyne15,mikayakatnt,asocialis
sam_smithreview,Cluster 3,mardalsfossen01,gigan-92,freaky_dave,XweAponX,fernandoschiavi,dee.reid
samyaksambuddha,Cluster 3,malmsteneino,fernandoschiavi,ryanskywalker-87402,morganstephens512,Tyson14,Spike-Washington
sandnair87,Cluster 3,krational66,rachelrose-87356,Takethispunch,f-57307,h-28658,zeekwunlau
santiagocosme,Cluster 1,stephendaxter,ArchonCinemaReviews,palavitsinis,James_De_Bello,scottshak_111,freshclean-66-318608
saraccan,Cluster 1,kjproulx,thebricks,Alexander_Blanchett,jackgdemoss,brankovranjkovic,henry8-3
sarastro7,Cluster 3,mstomaso,TheHande,tburke85,AirBourne_Bds,MovieZoo,Mr_Sensitive
sashank_kini-1,Cluster 3,jburtroald95,nickmesafilms,seaview1,jdkraus,Doylenf,DonFishies
sauravjoshi85,Cluster 3,mm-39,miguelneto-74936,Theo Robertson,The-Sarkologist,BA_Harrison,hitchcockthelegend
saytosandeep,Cluster 3,jackasstrange,judywalker2,achyutaghosh,natashabowiepinky,kunalkhandwala,AaronCapenBanner
sbweightman,Cluster 3,thepriceofpayne,WeAreLive,freewillyfan,bhernandez2216,Cirene404,Johnny-the-Film-Sentinel-2187
scb_coldsteel,Cluster 1,Alexander_Blanchett,brankovranjkovic,kjproulx,joshbarton15,kz917-1,rockman182
schroeder-gustavo,Cluster 3,caseynicholson,robsta23,gwnightscream,brando647,Rickting,mjw2305
scottshak_111,Cluster 1,James_De_Bello,abouhelier-r,ArchonCinemaReviews,MattBrady099,stephendaxter,tgchan
screenman,Cluster 3,mjw2305,AaronCapenBanner,Theo Robertson,ma-cortes,BroadswordCallinDannyBoy,Movie Nuttball
sddavis63,Cluster 1,rmax304823,bkoganbing,meeza,PWNYCNY,edwagreen,zkonedog
seaview1,Cluster 3,EUyeshima,badajoz-1,jdkraus,Buddy-51,ChristianUnchained,jburtroald95
seawalker,Cluster 3,jemps918,come2whereimfrom,jaredmobarak,rajdoctor,fwomp,LazySod
secondtake,Cluster 1,estebangonzalez10,rmax304823,edwagreen,bob-rutzel-1,Turfseer,gradyharp
secretzfan,Cluster 3,srdjan_veljkovic,Genti22,barbagvido,ericrnolan,sbweightman,drawlife
sergelamarche,Cluster 1,austin0731,joshbarton15,scb_coldsteel,brankovranjkovic,rockman182,autisticreviewers
shadowman123,Cluster 3,raypdaley182,The_Amazing_Spy_Rises,freaky_dave,ExpendableMan,pinkliz41,Jay_Exiomo
shakercoola,Cluster 1,cruise01,Offworld_Colony,ayoreinf,Mike_Devine,nancyldraper,kermitkid
shanfloyd,Cluster 3,rosscinema,Sparrowmaniac,Pavel-8,anhedonia,iohefy-2,nycritic
sharky_55,Cluster 3,Takethispunch,rachelrose-87356,khanbaliq2,zeekwunlau,moonspinner55,zzhhhqing
shawneofthedead,Cluster 1,FilmMuscle,vistheindian,leonblackwood,RevRonster,ArchonCinemaReviews,Figgy66-915-598470
shiguangmimi,Cluster 1,proud_luddite,markgorman,Benjamin-M-Weilert,andrewroy-04316,MrDHWong,justinwfirestone
siderite,Cluster 3,paul_haakonsen,bowmanblue,vithiet,The-Sarkologist,brando647,DICK STEEL
skepticskeptical,Cluster 3,datorsiers2,bix171,brenttraft,Deckard-16,raphaklopper,cdjh-81125
skybrick736,Cluster 3,kannibalcorpsegrinder,atinder,Coventry,drownnnsoda,emperor_bender,poolandrews
slightlymad22,Cluster 3,Aaron1375,Mr-Fusion,The-Sarkologist,BA_Harrison,MovieAddict2016,brando647
slokes,Cluster 3,Steffi_P,Spleen,MovieAddict2016,SmileysWorld,sme_no_densetsu,kenjha
smakawhat,Cluster 3,La Gremlin,Spanner-2,gbheron,noralee,=G=,jhclues
smatysia,Cluster 3,MovieAddict2016,moonspinner55,gcd70,hall895,AaronCapenBanner,johnnyboyz
sme_no_densetsu,Cluster 3,kenjha,johnnyboyz,MovieAddict2016,moonspinner55,jzappa,khanbaliq2
socrates99,Cluster 3,siderite,fwomp,Buddy-51,Chris Knipp,dfle3,EUyeshima
socratesadamo,Cluster 1,TopDawgCritic,lucasversantvoort,PetarNeo,heisenberg12,aciessi,alexpitt-345-971699
sol1218,Cluster 3,emperor_bender,gcd70,BroadswordCallinDannyBoy,Red-Barracuda,FilmOtaku,AaronCapenBanner
southdavid,Cluster 1,kjproulx,Alexander_Blanchett,brankovranjkovic,rockman182,colewaters,MrDHWong
squirrel_burst,Cluster 3,ersinkdotcom,jake-law123,rajatdahiyax,rebecca-ry,Macleanie,Andy-296
srdjan_veljkovic,Cluster 3,secretzfan,drawlife,freewillyfan,sbweightman,matej-trkanjec-133-920386,WeAreLive
sreeragmeppadath,Cluster 3,davispittman,ProjectAnomaly,MissSimonetta,rbn_lrk-1,Animany94,undeaddt
sstrunks-05245,Cluster 1,Argemaluco,TopDawgCritic,andrewroy-04316,michaeltrivedi,eddie_baggins,Horst_In_Translation
ssvikas,Cluster 3,seaview1,joestank15,Meven_Stoffat,johnnymacbest,blacklist-1,EUyeshima
st-shot,Cluster 1,Turfseer,blanbrn,howard.schumann,markgorman,cultfilmfan,dromasca
stamper,Cluster 3,mjw2305,Rammstein-2,MovieAddict2016,Spleen,noralee,CharltonBoy
statuskuo,Cluster 1,kjproulx,Alexander_Blanchett,justinwfirestone,paul-allaer,gavinp9,MrDHWong
stensson,Cluster 3,Chris_Docker,gelman@attglobal.net,EUyeshima,WriterDave,Philby-3,Buddy-51
stephendaxter,Cluster 1,ArchonCinemaReviews,vistheindian,tgchan,James_De_Bello,MattBrady099,scottshak_111
sterlinrivera-2000,Cluster 3,dobbin-4,bhernandez2216,wisemantonofski,atinder,cinephile-27690,kirk-246
stevendbeard,Cluster 1,leonblackwood,RforFilm,eddie_baggins,Anurag-Shetty,jadepietro,nogodnomasters
stevenrotherforth,Cluster 1,CANpatbuck3664,brankovranjkovic,rockman182,colewaters,msbreviews,MrDHWong
stevetseitz,Cluster 3,Spanner-2,ilovedolby,Sfpsycho415,rosscinema,EmperorNortonII,I_Love_Spielberg
stonedraim,Cluster 1,dave-mcclain,danielharden,subxerogravity,Reno-Rangan,tjgoalie13,James_De_Bello
stormhawk2020,Cluster 3,FilmFanInTheHouse,MGPT80,jerekra,vip_ebriega,gcd70,rossrobinson
strike-1995,Cluster 1,kjproulx,cardsrock,henry8-3,joelwatchesmovies,jackgdemoss,Alexander_Blanchett
strong-122-478885,Cluster 3,poe426,BA_Harrison,tomimt,bowmanblue,Jacques98,poolandrews
studioAT,Cluster 2,lisafordeay,tavm,Lejink,tabuno,EthanBJones_03,questl-18592
subxerogravity,Cluster 1,oscaralbert,RforFilm,MrDHWong,bob-the-movie-man,stevendbeard,cliftonofun
sunznc,Cluster 3,RichardSRussell-1,TdSmth5,socrates99,quinnox-1,galahad58-1,colinrgeorge
supertom-3,Cluster 3,FilmFanInTheHouse,mjw2305,tomimt,Spanner-2,Elswet,rosscinema
suri_ramneek-2,Cluster 3,malmsteneino,dilipbts,thepriceofpayne,morganstephens512,e-67102-48412,Tyson14
swilliky,Cluster 1,ThomasDrufke,bkrauser-81-311064,alindsay-al,stevendbeard,Reno-Rangan,RforFilm
t-viktor212,Cluster 3,Tyson14,morganstephens512,caseynicholson,KalKenobi83,Spondonman,Prichards12345
tabuno,Cluster 2,3xHCCH,tavm,Lejink,inkblot11,lisafordeay,EthanBJones_03
tadpole-596-918256,Cluster 1,FilmMuscle,RevRonster,bryank-04844,bravesfanc,shawneofthedead,billygoat1071
tankace,Cluster 3,fernandoschiavi,ryanskywalker-87402,Cirene404,WeAreLive,freewillyfan,andrewnmiller
tastyhotdogs,Cluster 3,jpschapira,teh_mode,KUAlum26,fwomp,jemps918,iohefy-2
tavm,Cluster 2,3xHCCH,tabuno,Lejink,lisafordeay,studioAT,inkblot11
taylorkingston,Cluster 3,vip_ebriega,robert-710-767167,Hollywood_Yoda,suri_ramneek-2,rebeljenn,mjw2305
tbills2,Cluster 3,mjw2305,Aaron1375,Mr-Fusion,gwnightscream,MovieAddict2016,dee.reid
tburke85,Cluster 3,Angelus2,moviewizguy,dunmore_ego,dbborroughs,pinkliz41,MaxBorg89
tdrish,Cluster 3,gwnightscream,gcd70,mjw2305,triple8,MovieAddict2016,PredragReviews
teh_mode,Cluster 3,moutonbear25,oneloveall,fwomp,come2whereimfrom,rajdoctor,jemps918
tgchan,Cluster 1,vistheindian,ArchonCinemaReviews,abouhelier-r,stephendaxter,James_De_Bello,scottshak_111
the-movie-guy,Cluster 3,raypdaley182,joestank15,The_Amazing_Spy_Rises,fwomp,LazySod,Monotreme02
thebrandedswordsman-34028,Cluster 3,Johnny-the-Film-Sentinel-2187,kriscot-48548,Cirene404,WeAreLive,KeremUlucay,fernandoschiavi
thebricks,Cluster 1,kjproulx,Alexander_Blanchett,brankovranjkovic,Lewis_Heather787,kz917-1,jackgdemoss
theinaniloquent,Cluster 3,oneguyrambling,nickmesafilms,kdnor2011,moviewizguy,Stampsfightclub,gigan-92
thekarmicnomad,Cluster 1,peterp-450-298716,Sleepin_Dragon,MikesIDhasbeentaken,gavinp9,burlesonjesse5,James_De_Bello
thekyles99,Cluster 1,saadgkhan,Likes_Ninjas90,napierslogs,Treyroo,bob-rutzel-1,Troy_Campbell
themadmovieman,Cluster 1,autisticreviewers,Equalizer16,subxerogravity,MrDHWong,ctowyi,cliftonofun
thepriceofpayne,Cluster 3,freewillyfan,WeAreLive,Cirene404,bhernandez2216,fernandoschiavi,alcantaraj-16594
theshadow908,Cluster 3,FilmFanInTheHouse,departed07,mjw2305,russem31,MovieAddict2016,MaxBorg89
thesouthfamily2-552-707097,Cluster 3,f-57307,raphaklopper,Mnemosyne15,illbebackreviews,zzhhhqing,krational66
theterminator-92378,Cluster 3,Darkside-Reviewer,bhernandez2216,tankace,andrewnmiller,afonsobritofalves,Cirene404
thewillt08,Cluster 3,illbebackreviews,RainDogJr,dragokin,raphaklopper,Al_The_Strange,wwe7961
thinker1691,Cluster 3,jdkraus,sme_no_densetsu,DICK STEEL,dunmore_ego,dbborroughs,Buddy-51
thomasjay-2201,Cluster 3,billcr12,Darth_Osmosis,williampsamuel,Amyth47,mikayakatnt,SafReviews
tinovalkki,Cluster 1,kermitkid,autisticreviewers,bryank-04844,stevendbeard,Anurag-Shetty,James_De_Bello
tjgoalie13,Cluster 1,subxerogravity,James_De_Bello,palavitsinis,freshclean-66-318608,oscaralbert,autisticreviewers
tnrcooper,Cluster 3,come2whereimfrom,moutonbear25,Philby-3,wisewebwoman,Monotreme02,jpschapira
tomgillespie2002,Cluster 1,Hellmant,alindsay-al,Troy_Campbell,capone666,nogodnomasters,jadepietro
tomimt,Cluster 3,Elswet,gigan-92,ShootingShark,MaxBorg89,supertom-3,Aaron1375
tomrito,Cluster 3,TheHande,blackburnj-1,The_Amazing_Spy_Rises,tastyhotdogs,MaxBorg89,dunmore_ego
tomsview,Cluster 1,maurice_yacowar,jb_campo,ArchonCinemaReviews,peterp-450-298716,trublu215,davidgee
tonypeacock-1,Cluster 1,gbill-74877,strike-1995,virek213,CubsandCulture,AlsExGal,redryan64
toqtaqiya2,Cluster 3,ersinkdotcom,Fields201,craig-hopton,Ryan_MYeah,gregeichelberger,japamo
trashgang,Cluster 3,MaximumMadness,paul_haakonsen,BA_Harrison,kannibalcorpsegrinder,siderite,jacobjohntaylor1
tributarystu,Cluster 3,Spanner-2,noralee,PatrynXX,rosscinema,FilmOtaku,Sfpsycho415
triple8,Cluster 3,OriginalMovieBuff21,MovieAddict2016,mjw2305,Catherine_Grace_Zeh,Flagrant-Baronessa,noralee
troy-manatunga,Cluster 3,julian-mumford,achyutaghosh,ersinkdotcom,natashabowiepinky,Fields201,Ryan_MYeah
troyputland,Cluster 1,tjgoalie13,abouhelier-r,stephendaxter,jb_campo,tomgillespie2002,tgchan
trublu215,Cluster 1,FilmMuscle,stevendbeard,bryank-04844,burlesonjesse5,Reno-Rangan,bob-the-movie-man
truemythmedia,Cluster 3,rachelrose-87356,zeekwunlau,Amyth47,Takethispunch,marmar-69780,BA_Harrison
tubby1,Cluster 3,barrys82,jemps918,jaredmobarak,Chris Knipp,fwomp,jaybob
undeaddt,Cluster 3,sbweightman,thepriceofpayne,WeAreLive,alcantaraj-16594,Badmoviessuck,Cirene404
utgard14,Cluster 3,jacobjohntaylor1,ivo-cobra8,AaronCapenBanner,WeAreLive,Aaron1375,ryanskywalker-87402
vailsy,Cluster 3,axlrhodes,Meven_Stoffat,gary-444,pinkliz41,gigan-92,Matt_Layden
valadas,Cluster 3,jdkraus,dfranzen70,paul2001sw-1,Dr_Coulardeau,filipemanuelneto,Buddy-51
valleyjohn,Cluster 1,Turfseer,scottshak_111,subxerogravity,bob-the-movie-man,SquigglyCrunch,tjgoalie13
vengeance20,Cluster 1,brankovranjkovic,MrDHWong,CANpatbuck3664,rockman182,funtasticfour,dar0417
videorama-759-859391,Cluster 3,emperor_bender,Red-Barracuda,PredragReviews,jcbutthead86,mjw2305,gwnightscream
view_and_review,Cluster 3,BA_Harrison,Mr-Fusion,Aaron1375,bowmanblue,dee.reid,hitchcockthelegend
vincentlynch-moonoi,Cluster 1,esteban1747,napierslogs,redryan64,ketgup83,estebangonzalez10,ghost_dog86
vip_ebriega,Cluster 3,Elswet,FilmFanInTheHouse,Movie Nuttball,Aaron1375,moviewizguy,MaxBorg89
virek213,Cluster 1,jb_campo,rmax304823,lucasversantvoort,howard.schumann,burlesonjesse5,Screen_Blitz
virindra,Cluster 3,kunalkhandwala,Chalice_Of_Evil,fernandoschiavi,Tehmeh,WeAreLive,Meven_Stoffat
vishaal811,Cluster 3,cleary-joshua,vostf,nickmesafilms,kenjha,billcr12,kdnor2011
vistheindian,Cluster 1,ArchonCinemaReviews,tgchan,James_De_Bello,stephendaxter,abouhelier-r,FilmMuscle
vitaleralphlouis,Cluster 3,jemps918,jaybob,fwomp,DonFishies,oneloveall,MichaelMargetis
vithiet,Cluster 3,siderite,paul_haakonsen,The-Sarkologist,bowmanblue,agmoldham,Johnny-the-Film-Sentinel-2187
vostf,Cluster 3,RJBurke1942,andrewchristianjr,KnightsofNi11,Marc_Israel_365,julian-mumford,vishaal811
waynegavin1,Cluster 3,jerekra,rossrobinson,David_Frames,AaronCapenBanner,JayPatton88,MrPupkin
werefox08,Cluster 3,kenjha,RossRivero99,sme_no_densetsu,galileo3,Marc_Israel_365,Chuck-149
wes-connors,Cluster 3,OriginalMovieBuff21,Chris_Docker,noralee,FilmOtaku,rosscinema,mjw2305
westsideschl,Cluster 1,Alexander_Blanchett,kjproulx,brankovranjkovic,rockman182,scb_coldsteel,cruise01
whpratt1,Cluster 3,Movie Nuttball,redkiwi,DunnDeeDaGreat,rosscinema,dbdumonteil,poolandrews
willcundallreview,Cluster 3,joshuadrake-91275,joshuadrake-39480,illbebackreviews,GeorgeRoots,kdnor2011,ShootingShark
williampsamuel,Cluster 3,Johnny-the-Film-Sentinel-2187,KalKenobi83,achyutaghosh,Jonathon_Natsis,Al_The_Strange,CinematicInceptions
winner55,Cluster 3,DarthBill,pinkliz41,ShootingShark,WriterDave,moutonbear25,Angelus2
wisemantonofski,Cluster 3,bhernandez2216,Darkside-Reviewer,freewillyfan,sterlinrivera-2000,fernandoschiavi,Shyinx
wisewebwoman,Cluster 3,Philby-3,iohefy-2,ldavis-2,stensson,gelman@attglobal.net,WriterDave
witster18,Cluster 1,cosmo_tiger,Hellmant,bob-rutzel-1,billygoat1071,nogodnomasters,Likes_Ninjas90
writers_reign,Cluster 1,edwagreen,blanche-2,gradyharp,Turfseer,rmax304823,blanbrn
wwe7961,Cluster 3,illbebackreviews,Mnemosyne15,raphaklopper,f-57307,krational66,zzhhhqing
x-54313,Cluster 3,Pooooh,e-67102-48412,InlyCii,zlx_zjlq,h-28658,Lily_hoho
xredgarnetx,Cluster 3,nobbytatoes,EvLauster,jluis1984,Flagrant-Baronessa,oneloveall,AirBourne_Bds
yashrajs536,Cluster 3,KalKenobi83,p-jonsson,Al_The_Strange,kunalkhandwala,ivo-cobra8,ryanskywalker-87402
yasir619,Cluster 1,AnishMisra,calspers,Jo_Blo_Movie_Critic,sstrunks-05245,michaeltrivedi,chubarova
yoggwork,Cluster 1,stevendbeard,Anurag-Shetty,RforFilm,leonblackwood,Troy_Campbell,Hellmant
youthandyoungmanhood,Cluster 3,trashgang,The Grand Master,BandSAboutMovies,drownnnsoda,mitchell5954,quinnox-1
yuzou-45815,Cluster 3,freewillyfan,WeAreLive,thepriceofpayne,fernandoschiavi,Cirene404,sbweightman
zeekwunlau,Cluster 3,krational66,rachelrose-87356,f-57307,Takethispunch,zzhhhqing,Mnemosyne15
zetes,Cluster 3,DICK STEEL,brando647,dfranzen70,Buddy-51,dbborroughs,moviewizguy
zhyarTheChosen,Cluster 3,BA_Harrison,jacobjohntaylor1,Johnny-the-Film-Sentinel-2187,view_and_review,educallejero,The-Sarkologist
zkonedog,Cluster 1,alindsay-al,ironhorse_iv,drqshadow-reviews,Turfseer,Horst_In_Translation,blanbrn
zlx_zjlq,Cluster 3,InlyCii,r-48240,zeekwunlau,g-96059,Lily_hoho,Mnemosyne15
zzhhhqing,Cluster 3,Mnemosyne15,f-57307,g-96059,krational66,InlyCii,r-48240
